ANO;MÊS;GRANDE REGIÃO;UNIDADE DA FEDERAÇÃO;PRODUTO;VENDAS
2000;DEZ;REGIÃO SUL;SANTA CATARINA;QUEROSENE ILUMINANTE;407,027
2000;JAN;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1519,586
2000;FEV;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1334,436
2000;MAR;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1247,36
2000;ABR;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1151,76
2000;MAI;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1264,812
2000;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;0
2000;JUN;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1130,21
2000;AGO;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1122,106
2000;SET;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;941,652
2000;OUT;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1046,521
2000;NOV;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1670,577
2000;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1015,806
2000;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;0
2000;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;0
2000;JUL;REGIÃO SUL;RIO GRANDE DO SUL;QUEROSENE ILUMINANTE;1298,588
2000;JUL;REGIÃO SUL;SANTA CATARINA;QUEROSENE ILUMINANTE;783,303
2000;OUT;REGIÃO SUL;SANTA CATARINA;QUEROSENE ILUMINANTE;545,779
2000;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;0
2000;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;34
2000;SET;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;16,6
2000;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;23
2000;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;36
2000;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;0
2000;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;4
2000;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;14
2000;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;20,9
2000;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;10,9
2000;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;37,7
2000;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;0
2000;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;0
2000;SET;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;0
2000;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;0
2000;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;0
2000;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;0
2000;JAN;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;70
2000;FEV;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;65
2000;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;QUEROSENE ILUMINANTE;25
2000;AGO;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE ILUMINANTE;11,4
2000;ABR;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;65
2000;DEZ;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;70
2000;MAI;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;77
2000;JUN;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;85,05
2000;JUL;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;95
2000;AGO;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;80,4
2000;SET;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;89
2000;OUT;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;100
2000;NOV;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;95
2000;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;QUEROSENE ILUMINANTE;15
2000;MAR;REGIÃO CENTRO-OESTE;GOIÁS;QUEROSENE ILUMINANTE;83,15
2000;FEV;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE ILUMINANTE;18,6
2000;MAR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE ILUMINANTE;23,6
2000;ABR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE ILUMINANTE;26,8
2000;MAI;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE ILUMINANTE;12,4
2000;JUN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE ILUMINANTE;11,4
2000;JUL;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE ILUMINANTE;31,8
2000;JAN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;QUEROSENE ILUMINANTE;49,4
2000;NOV;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;736,744898
2000;MAI;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;1641,423469
2000;ABR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;2428,929592
2000;MAR;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;2113,420408
2000;ABR;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;37949,24286
2000;FEV;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;1954,608163
2000;DEZ;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;35008,44082
2000;NOV;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;36271,41224
2000;JUN;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;40642,48673
2000;SET;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;40579,34694
2000;AGO;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;42223,72755
2000;JUL;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;43869,43776
2000;JAN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;3964,478571
2000;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;1881,927551
2000;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;1699,921429
2000;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;2173,013265
2000;OUT;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;39021,99796
2000;JUN;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;1775,993878
2000;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;4846,814286
2000;AGO;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;1986,77551
2000;SET;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;5030,967347
2000;AGO;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;6464,097959
2000;JUL;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;4575,030612
2000;FEV;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;33303,20816
2000;JUN;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;4251,639796
2000;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;5896,643878
2000;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;5439,777551
2000;JUL;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;1738,079592
2000;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;4184,47551
2000;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;1249,867347
2000;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;964,9326531
2000;OUT;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;1577,281633
2000;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;7376,502041
2000;SET;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;1819,794898
2000;MAR;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;40863,10204
2000;MAI;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;47677,91531
2000;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;2610,816327
2000;AGO;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;26768,36224
2000;ABR;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;623,4489796
2000;JUN;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;23729,56531
2000;JAN;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;3628,52449
2000;DEZ;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;26659,44184
2000;NOV;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;33435,77857
2000;OUT;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;32573,68469
2000;SET;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;38215,85918
2000;AGO;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;52663,2102
2000;JUL;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;50273,31531
2000;JUN;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;45012,74898
2000;MAI;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;36489,31735
2000;ABR;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;30557,78265
2000;MAR;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;34840,35408
2000;FEV;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;36048,32755
2000;JAN;REGIÃO SUL;RIO GRANDE DO SUL;ÓLEO COMBUSTÍVEL;37685,08878
2000;MAR;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;44393,8551
2000;JUN;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;531,7040816
2000;NOV;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;4982,596939
2000;SET;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;1022,265306
2000;FEV;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;2687,30102
2000;JUL;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;25736,40408
2000;MAR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;3484,335714
2000;MAI;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;920,7061224
2000;MAI;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;22093,49184
2000;ABR;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;24672,35816
2000;MAR;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;25683,36837
2000;FEV;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;23038,99898
2000;SET;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;22664,14388
2000;JAN;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;20637,05918
2000;NOV;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;38329,62755
2000;OUT;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;40373,81122
2000;SET;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;38933,09592
2000;AGO;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;43473,37347
2000;JUL;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;42560,48061
2000;JUN;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;32604,29796
2000;MAI;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;42581,03878
2000;DEZ;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;35972,57041
2000;OUT;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;25087,88776
2000;NOV;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;23007,16939
2000;DEZ;REGIÃO SUL;SANTA CATARINA;ÓLEO COMBUSTÍVEL;19097,53265
2000;ABR;REGIÃO CENTRO-OESTE;MATO GROSSO DO SUL;ÓLEO COMBUSTÍVEL;2477,081633
2000;DEZ;REGIÃO CENTRO-OESTE;MATO GROSSO;ÓLEO COMBUSTÍVEL;4439,829592
2000;SET;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;3923,530612
2000;ABR;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;44688,16735
2000;OUT;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;313684,3806
2000;SET;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;308867,4633
2000;AGO;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;362921,5224
2000;JUL;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;301417,8929
2000;JUN;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;320959,3398
2000;JUL;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;83419,68571
2000;MAI;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;261671,3612
2000;NOV;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;303899,5806
2000;MAR;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;320582,5551
2000;JAN;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;303054,8714
2000;DEZ;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;62583,90714
2000;NOV;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;56216,98163
2000;OUT;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;79822,67857
2000;SET;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;79258,16224
2000;ABR;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;257277,6673
2000;NOV;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;122314,7398
2000;FEV;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;280319,5245
2000;OUT;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;110983,9173
2000;DEZ;REGIÃO SUDESTE;SÃO PAULO;ÓLEO COMBUSTÍVEL;261886,651
2000;JUN;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;87029,03878
2000;FEV;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;99774,67245
2000;JAN;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;91780,26224
2000;DEZ;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;38351,15306
2000;NOV;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;38729,6949
2000;OUT;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;40894,21122
2000;MAI;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;81166,59694
2000;SET;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;46459,93673
2000;AGO;REGIÃO SUDESTE;RIO DE JANEIRO;ÓLEO COMBUSTÍVEL;101184,8816
2000;JUL;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;44491,57245
2000;MAI;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;53662,93265
2000;ABR;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;40474,48673
2000;MAR;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;51709,92143
2000;FEV;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;49845,14898
2000;JAN;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;46704,40306
2000;AGO;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;48785,83367
2000;DEZ;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;107936,202
2000;JUN;REGIÃO SUDESTE;ESPÍRITO SANTO;ÓLEO COMBUSTÍVEL;44030,4102
2000;SET;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;112075,4327
2000;NOV;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;2101,507143
2000;OUT;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;4340,183673
2000;ABR;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;117614,8867
2000;MAR;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;122310,8765
2000;FEV;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;104268,0408
2000;JAN;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;111463,9551
2000;DEZ;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;29519,10204
2000;NOV;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;32062,75102
2000;OUT;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;33709,46122
2000;MAI;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;110483,5694
2000;SET;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;26791,76531
2000;JUL;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;33966,04286
2000;JUN;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;31009,37551
2000;MAI;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;33606,34286
2000;ABR;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;39291,56327
2000;JAN;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;36761,96327
2000;JUL;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;592,7959184
2000;FEV;REGIÃO SUL;PARANÁ;ÓLEO COMBUSTÍVEL;36755,12653
2000;AGO;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;34727,67959
2000;JUN;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;116267,1194
2000;JUL;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;116305,1827
2000;AGO;REGIÃO SUDESTE;MINAS GERAIS;ÓLEO COMBUSTÍVEL;134078,4735
2000;AGO;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;4122,27449
2000;JUL;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;3550,05102
2000;JUN;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;2784,142857
2000;MAI;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;3227,642857
2000;DEZ;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;2709,173469
2000;ABR;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;4248,887755
2000;FEV;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;4727,840816
2000;JAN;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;5806,993878
2000;DEZ;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;391,4795918
2000;NOV;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;490,8877551
2000;OUT;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;422,9795918
2000;SET;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;504,9081633
2000;AGO;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;589,4489796
2000;MAR;REGIÃO NORDESTE;SERGIPE;ÓLEO COMBUSTÍVEL;3317,130612
2000;JAN;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;46102,85408
2000;FEV;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;49166,54694
2000;MAR;REGIÃO NORDESTE;BAHIA;ÓLEO COMBUSTÍVEL;43799,99388
2000;JAN;REGIÃO CENTRO-OESTE;GOIÁS;ÓLEO COMBUSTÍVEL;35485,94898
2000;SET;REGIÃO NORTE;PARÁ;ÓLEO COMBUSTÍVEL;49909,89286
2000;OUT;REGIÃO CENTRO-OESTE;DISTRITO FEDERAL;ÓLEO COMBUSTÍVEL;881,6428571
2000;JUL;REGIÃO NORTE;PARÁ;ÓLEO COMBUSTÍVEL;50535,89694
2000;NOV;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;8703,244898
2000;OUT;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;7764,632653
2000;SET;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;9534,102041
2000;AGO;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;10077,26327
2000;JUL;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;9624,70102
2000;JUN;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;8528,790816
2000;MAI;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;9839,434694
2000;DEZ;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;6941,887755
2000;ABR;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;8119,354082
2000;FEV;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;11129,38469
2000;JAN;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;11041,97551
2000;DEZ;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;1143,928571
2000;NOV;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;2106,561224
2000;FEV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;2077,816327
2000;JAN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;2185,846939
2000;MAR;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;615,6326531
2000;MAR;REGIÃO NORDESTE;PERNAMBUCO;ÓLEO COMBUSTÍVEL;11542,41122
2000;JAN;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;525,2346939
2000;FEV;REGIÃO NORDESTE;ALAGOAS;ÓLEO COMBUSTÍVEL;496,0612245
2000;AGO;REGIÃO NORTE;TOCANTINS;ÓLEO COMBUSTÍVEL;69,55102041
2000;MAR;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;4445,561224
2000;FEV;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;5057
2000;JAN;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;4406,142857
2000;DEZ;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;294,9897959
2000;JUL;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;2160,132653
2000;NOV;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;902,272449
2000;SET;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;1622,669388
2000;AGO;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;761,3959184
2000;JUL;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;208,1734694
2000;JUN;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;576,2959184
2000;MAI;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;1328,836735
2000;ABR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;1345,734694
2000;MAR;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;2267,795918
2000;OUT;REGIÃO NORDESTE;RIO GRANDE DO NORTE;ÓLEO COMBUSTÍVEL;767,2142857
2000;AGO;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;4258,693878
2000;SET;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;2815,867347
2000;OUT;REGIÃO NORDESTE;PARAÍBA;ÓLEO COMBUSTÍVEL;2667,357143
2000;NOV;REGIÃO NORDESTE;CEARÁ;ÓLEO COMBUSTÍVEL;2160,822449
